genres,original_title,overview,release_date,popularity,poster_path,runtime,directors,title_y
"Drama, History",The Queen,"The Queen is an intimate behind the scenes glimpse at the interaction between HM Elizabeth II and Prime Minister Tony Blair during their struggle, following the death of Diana, to reach a compromise between what was a private tragedy for the Royal family and the public's demand for an overt display of mourning.",2006-09-15,13.705,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/v08RH5Cx9EFAQMBWQuE5jHAgHYs.jpg,103,Stephen Frears,The Queen
Drama,"Je vais bien, ne t'en fais pas","A 19-year-old searches for her twin brother after he runs away from home, following a fight with their father.",2006-09-06,8.488,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/yD6skMZZq0Rgn2NhI9dk4B2Dipu.jpg,96,Philippe Lioret,"Je vais bien, ne t'en fais pas"
"Drama, Romance",Notes on a Scandal,"A veteran high school teacher befriends a younger art teacher, who is having an affair with one of her 15-year-old students. However, her intentions with this new ""friend"" also go well beyond platonic friendship.",2006-12-25,10.387,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/ymFybaA0r7MpwWnmUCFHYAT6Djb.jpg,92,Richard Eyre,Chronique d'un scandale
"Family, Comedy",Mr. Bean's Holiday,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.",2007-03-22,18.454,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/zbAlwsJNxfo4VfTy9peDo7itJ0I.jpg,90,Steve Bendelack,Les Vacances de Mr. Bean
"Drama, Romance",The Dreamers,"When Isabelle and Theo invite Matthew to stay with them, what begins as a casual friendship ripens into a sensual voyage of discovery and desire in which nothing is off limits and everything is possible.",2003-09-01,23.988,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/gBb7GGaFYPu7nEUYvC8G4LaJJN1.jpg,112,Bernardo Bertolucci,Innocents: The Dreamers
"Drama, Romance",Frida,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.",2002-08-29,15.394,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/a4hgR6aKoohB6MHni171jbi9BkU.jpg,123,Julie Taymor,Frida
"Drama, Romance",Lucía y el sexo,"Various lives converge on an isolated island, all connected by an author whose novel has become inextricably entwined with his own life.",2001-08-24,25.425,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/gvErAg9bv7xOO3B40gottv6Bqip.jpg,128,Julio Medem,Lucia et le sexe
"Music, Drama",La Môme,"From the mean streets of the Belleville district of Paris to the dazzling limelight of New York's most famous concert halls, Edith Piaf's life was a constant battle to sing and survive, to live and love. Raised in her grandmother's brothel, Piaf was discovered in 1935 by nightclub owner Louis Leplee, who persuaded her to sing despite her extreme nervousness. Piaf became one of France's immortal icons, her voice one of the indelible signatures of the 20th century.",2007-02-14,12.714,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/pmKVYXBb57iQ9cKXuYF1GCWxBip.jpg,140,Olivier Dahan,La Môme
"Action, Adventure",Cutthroat Island,"Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.",1995-12-22,16.031,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/hYdeBZ4BFXivdouxLfQGWNE6zRx.jpg,124,Renny Harlin,L'Île aux pirates
"Science Fiction, Action, Adventure",Superman Returns,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",2006-06-28,25.163,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/385XwTQZDpRX2d3kxtnpiLrjBXw.jpg,154,Bryan Singer,Superman Returns
"Comedy, Crime, Action",Miss Congeniality,"When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey.",2000-12-22,20.605,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/pat3vKaRlB70he4ghwTMydR4TvP.jpg,111,Donald Petrie,Miss Détective
Drama,The Last King of Scotland,"Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.",2006-01-12,18.215,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/mTtgpH6UnHUtD8moRJUzfGLOZTj.jpg,123,Kevin Macdonald,Le dernier roi d'Écosse
"Action, Crime, Thriller",Spy Game,"On the day of his retirement, a veteran CIA agent learns that his former protégé has been arrested in China, is sentenced to die the next morning in Beijing, and that the CIA is considering letting that happen to avoid an international scandal.",2001-11-18,15.449,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/6y8M1rxjKofQCRKKe6xeV91K2Fc.jpg,126,Tony Scott,Spy game - Jeu d'espions
"Drama, Romance",Vers le sud,"A story of three female tourists who visit Haiti, in order to enjoy the sexual nature of the young men.",2006-01-25,3.437,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/46VpNNJNAubG1iB4CXtQYSaNMA0.jpg,108,Laurent Cantet,Vers le sud
"Romance, Drama",L'Esquive,"A group of teenagers living in a housing project in the outskirts of Paris rehearse a scene from Marivaux's play of the same name. Krimo is determined not to take part, but after developing feelings for Lydia, he quickly assumes the main role and love interest in the play.",2003-11-25,6.731,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/vrGRVDJqa9WcFbfoIV9vYV3Fg7d.jpg,124,Abdellatif Kechiche,"Votre bouche avec la mienne, L'esquive"
"Music, Drama, Crime",De battre mon cœur s'est arrêté,"Like his father, Tom is a real estate agent who makes his money from dirty, and sometimes brutal, deals. But a chance encounter prompts him to take up the piano and become a concert pianist. He auditions with the help of a beautiful, young virtuoso pianist who cannot speak French - music is their only exchange. But pressures from the ugly world of his day job soon become more than he can handle...",2005-03-16,8.294,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/tGH2kEVM78VsdXPX4TnhHq7Qdxa.jpg,107,Jacques Audiard,De battre mon cœur s'est arrêté
"Drama, Comedy, Romance",L'Auberge espagnole,"A strait-laced French student moves into an apartment in Barcelona with a cast of six other characters from all over Europe. Together, they speak the international language of love and friendship.",2002-06-19,9.534,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/qKq4uLZDAJhBfpRsfPRYouQ5jW5.jpg,122,Cédric Klapisch,L'auberge espagnole
"Drama, Thriller",Seul contre tous,"After completing jail time for beating up a man who tried to seduce his mentally-handicapped teenage daughter, The Butcher wants to start life anew. He institutionalizes his daughter and moves to the Lille suburbs with his mistress, who promises him a new butcher shop. Learning that she lied, The Butcher returns to Paris to find his daughter.",1998-05-16,9.835,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/4kMB2AAcDQ5diRuh7NTxuS90bx7.jpg,89,Gaspar Noé,"Seul contre tous, Solo Contra Todos"
"Action, Thriller",Live Free or Die Hard,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",2007-06-20,28.07,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/31TT47YjBl7a7uvJ3ff1nrirXhP.jpg,128,Len Wiseman,Die Hard 4 : Retour en enfer
"Comedy, Romance",The Holiday,"Two women, one from the United States and one from the United Kingdom, swap homes at Christmas time after bad breakups with their boyfriends. Each woman finds romance with a local man but realizes that the imminent return home may end the relationship.",2006-12-08,18.6,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/6fbqG49Q7IWBWdyJ7asNTcNbnG6.jpg,136,Nancy Meyers,The Holiday
"Drama, Mystery, Fantasy",La Double Vie de Véronique,"Véronique is a beautiful young French woman who aspires to be a renowned singer; Weronika lives in Poland, has a similar career goal and looks identical to Véronique, though the two are not related. The film follows both women as they contend with the ups and downs of their individual lives, with Véronique embarking on an unusual romance with Alexandre Fabbri, a puppeteer who may be able to help her with her existential issues.",1991-05-15,12.928,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/oqRyO9xrNBRaxqF9pCHHgLuaATx.jpg,98,Krzysztof Kieslowski,"La double vie de Véronique, La choriste"
"Drama, Thriller, Mystery",Lemming,"After the death of his boss's wife, a young engineer faces the sudden psychological metamorphosis of his own wife, seemingly possessed by the soul of the deceased...",2005-05-11,5.692,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/oeNPyQRhpnaa4dMyt2lNMQNPv75.jpg,130,Dominik Moll,Lemming
"Documentary, Family",La Marche de l'empereur,"Every year, thousands of Antarctica's emperor penguins make an astonishing journey to breed their young. They walk, marching day and night in single file 70 miles into the darkest, driest and coldest continent on Earth.  This amazing, true-life tale is touched with humour and alive with thrills. Breathtaking photography captures the transcendent beauty and staggering drama of devoted parent penguins who, in the fierce polar winter, take turns guarding their egg and trekking to the ocean in search of food. Predators hunt them, storms lash them. But the safety of their adorable chicks makes it all worthwhile. So follow the leader... to adventure!!",2005-01-26,11.092,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/o9xJ1xG1WKlHkl8ACqq0LShOuMu.jpg,80,Luc Jacquet,La marche de l'empereur
Drama,Nói albínói,"17 year old Nói drifts through life on a remote fjord in Iceland. In winter, the fjord is cut off from the outside world, surrounded by ominous mountains and buried under a shroud of snow. Nói dreams of escaping from this white-walled prison with Íris, a city girl who works in a local gas station. But his clumsy attempts at escape spiral out of control.",2003-02-28,3.724,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/9k0SBZ0wus0xyh4qdlDdwtIeiJ0.jpg,90,Dagur Kári,Noi l'albinos
"Action, Science Fiction, Thriller",Next,"Las Vegas showroom magician Cris Johnson has a secret which torments him: he can see a few minutes into the future. Sick of the examinations he underwent as a child and the interest of the government and medical establishment in his power, he lies low under an assumed name in Vegas, performing cheap tricks and living off small-time gambling ""winnings."" But when a terrorist group threatens to detonate a nuclear device in Los Angeles, government agent Callie Ferris must use all her wiles to capture Cris and convince him to help her stop the cataclysm.",2007-04-25,25.49,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/td5uOBW41ib1KGz3g1Kc33BdFyj.jpg,96,Lee Tamahori,Next
"Action, Adventure, Science Fiction",Captain America: The First Avenger,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",2011-07-22,44.455,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg,124,Joe Johnston,Captain America: First Avenger
Thriller,Afterwards,"Newly divorced lawyer Nathan Del Amico is shaken up after he meets a doctor who claims that he can sense when select people are about to die. Though he doesn't believe the doctor, events in Nathan's life slowly make him think he's not long for this world.",2008-10-01,9.564,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/byElFR4rU7aU8FQoorVNmIxCSUV.jpg,107,Gilles Bourdos,Et après
"Drama, Romance",La Pianiste,"Erika Kohut, a sexually repressed piano teacher living with her domineering mother, meets a young man who starts romantically pursuing her.",2001-09-05,17.124,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/gNHKYQnP1RnqEhkivHJzBPb4MOP.jpg,131,Michael Haneke,La Pianiste
"Drama, Thriller",La cérémonie,"Sophie, a quiet and shy maid working for an upper-class French family, finds a friend in the energetic and uncompromising postmaster Jeanne, who encourages her to stand up against her bourgeois employers.",1995-08-30,7.953,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/9Mnc2cp0xuucyVT7wINtikdlH0l.jpg,111,Claude Chabrol,La cérémonie
"Drama, Mystery, Thriller, Horror",The Devil's Advocate,"Aspiring Florida defense lawyer Kevin Lomax accepts a job at a New York law firm. With the stakes getting higher every case, Kevin quickly learns that his boss has something far more evil planned.",1997-10-17,40.215,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/5ZzBGpxy55OQzHxKVY11IpY6a0o.jpg,144,Taylor Hackford,L'associé du diable
"Comedy, Drama, Romance",Les Poupées russes,"Five years after their summer together in Barcelona, Xavier, William, Wendy, Martine and Isabelle reunite.",2005-06-15,9.329,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/2UlNPX9E9LzXcWVZJpBEZWwu9EV.jpg,129,Cédric Klapisch,Les poupées russes
